line_1,line_2,line_3,source
l'aube de fin juin,un bourgeon du lys orange,s'appuyant sur le prunier mort,tempslibre
une île et une grosse vague,mal à l'aise en regardant le choix,de son fond d'écran,tempslibre
juin: un midi torride,les joncs dans les pots à fleurs,dans un moule à lac noir,tempslibre
le vent en bourrasques,une étoile en paille oscille lentement,quand on parle,tempslibre
la route de travail,dans les feuilles et les galets,un sillon profond,tempslibre
ce soir dans la rue,un parfum du chocolat,noir,tempslibre
les dos noirs des pierres tombales,-- quelques couleurs à l'horizon,après le coucher de soleil,tempslibre
lilas roux,derrière la grille rouillée,le chant d'enfant,tempslibre
l'orage ce matin,un demi-cercle parfait,du rosier en fleurs,tempslibre
lumière du bureau,une courte ombre,autour de la pomme,tempslibre
premiers crocus fanés,de plus en plus varié,le chant des oiseaux,tempslibre
le dégel,dans une fenêtre étroite,la demi-lune,tempslibre
...vos haikus estivals,une note des poires et des myrtilles,dans le thé,tempslibre
la neige tombe,un peu inclinée,la lune,tempslibre
secousses du tramway,pointe de l' hameçon,au soleil,tempslibre
la lune blanche,un peu fondu,le givre sur les toits,tempslibre
ce matin,le rouge des tramways,première neige,tempslibre
une nouvelle voiture,la feuille se pose plus loin,-- bruine,tempslibre
5 heures du matin,derrière la buée du souffle,ceinture de l'Orion,tempslibre
 ils boitent tous,sur la pente de l’ancien quai,-- les oiseaux reprennent,tempslibre
une autre poussière,le lendemain de la pluie,traces des gouttes,tempslibre
jambes croisées,nous buvons nos cafés,et parlons de la guerre,tempslibre
dispute familiale,la fumée monte de la soupe,la neige tombe,tempslibre
silence,une mouche sèche s'éparpille,sur le linoleum,tempslibre
film sur Matisse,-- il coupe le papier bleu,et le reflet de mon frère,tempslibre
le train passe,des chardons et des camomilles,fleurissent entre les rails,tempslibre
poitrine nue,l`afficheur colle rapidement,le dernier morceau,tempslibre
symphonie de Beethoven,et l'emballage des génoises,qui se défroisse,tempslibre
l'herbe givrée,déjà la nuque du cheval,au soleil,tempslibre
rideau à moitié,meubles d'une chambre éclairée,-- traits gris de la demi-lune,tempslibre
orage d'avril,aux pieds des statues des reines de France,fleurs des marronniers,tempslibre
odeur du bitume,et parfum d'un homme--,"pommier en fleurs, en ville",tempslibre
croassement et craquement,des morceaux de givre tombent,dans le feu,tempslibre
sous le ciel bleu d`acier,manger une pomme vereuse,-- nuit de gel,tempslibre
neige couvre le givre--,jouant une pièce gaie au violon,mince lumiere sous ta porte,tempslibre
pleine lune d`octobre,sur les rails --,le vent chaud,tempslibre
un enfant scrute,le visage mutilé--,bruit de caisse,tempslibre
silence,la lune perce,la fumée des feux d'artifices,tempslibre
un autre test,une autre visite au docteur,longues nuits d'hiver,tempslibre
deux lunes,le 27 août,anniversaire de maman,tempslibre
herbes coupées --,des mouches bleues grouillent,sur le crane blanc,tempslibre
fin d'après-midi --,la première vache,en route vers la grange,tempslibre
sex shop--,l'employé grisonnant lit,Hegel,tempslibre
refroidissement --,sa pause avant,chaque tulipe,tempslibre
Coltrane,deux étages plus haut... flotte,par la fenêtre,tempslibre
ses cheveux,peignés au clair de lune...,il y a quarante ans,tempslibre
fondues par le soleil du matin,les grues gelées s'envolent,une par une,tempslibre
retenir mon souffle,des grues japonaises,au repos dans un champ,tempslibre
une centaine de milliers de spectateurs,trois vainqueurs,un papillon de nuit,tempslibre
rizières inondées,pousses de riz flottantes --,pluie sans fin,tempslibre
pelouse non tondue,dans le cimetière -,des vers luisants,tempslibre
la couleur du vent,à travers les pins,doit être bleue,tempslibre
un phare,couvrant le son,le silence,tempslibre
pavillon des cancéreux -,une femme jaune,se met du rouge à lèvres,tempslibre
mère et fille,à diner,orage et tonnerre,tempslibre
rencontre de lessive,un requin de plastique,tombe d'un drap de bain,tempslibre
'les sept samourai',la moitié du village brûle,pendant que mon fils se fait du popcorn,tempslibre
feux de forêts,dans le brouillard,les cendres,tempslibre
la tombe de grand-père,juste une autre pierre,pour la libellule,tempslibre
une heure sans sommeil,d'abord les oies,puis le train,tempslibre
heure d'automne,le daim près de l'étang,une heure plus tôt,tempslibre
matin troublé,il commence avec un criquet mort,dans la toile d'araignée,tempslibre
champs de coton,le seul blanc qui reste,est la neige,tempslibre
demi-lune,l'anniversaire de maman,sans maman,tempslibre
éclipse,le trajet du soleil,bloqué par les panneaux publicitaires,tempslibre
anneau autour de la lune,je me rappelle des bribes,d'une berceuse,tempslibre
gradins vides,un brouillard de fin de nuit,couvre le terrain,tempslibre
un papillon sur le pare-brise,un autre voyage,incomplet ,tempslibre
début d'été,la camionnette du glacier,fait un tour de plus,tempslibre
vieux champs de coton,un long moment,entre les neiges,tempslibre
joueur d'harmonica,il cueille le froid,dans ses mains,tempslibre
notre anniversaire,ô combien de flammes de bougies,dans le miroir,tempslibre
nouveau cimetière,les coups persistants,d'un pic-vert,tempslibre
message d'alerte,nous passons à l'abri de tempête,avec une bouteille de vin,tempslibre
fin de printemps,chaque horloge de la maison,montre une heure différente,tempslibre
quittant la maison,la chaleur encore dans,ma chemise juste repassée,tempslibre
bruine grise,sur des miles et des milles,cette route où je suis,tempslibre
liberty market,un pickle gratuit,du tonneau,tempslibre
album de Noël,chaque année il porte,la même chemise de flanelle,tempslibre
murmure de la pluie,difficile de saisir les mots,lorsqu'il parle dans son sommeil,tempslibre
nuit sans lune,une cuillérée de ténèbres,tournant dans mon thé,tempslibre
crapauds en choeur,un plus haut,que les autres,tempslibre
copie ratée,les vrais iris plus bleus,que la photographie,tempslibre
tristes nouvelles,le flou de la lecture,à travers les larmes,tempslibre
brume d'été,la gaze légère,de sa robe blanche,tempslibre
jambes pâles,sous la lune blanche ~,peupliers trembles,tempslibre
maison à la plage,un peu de sable,dans mon thé,tempslibre
dans l'ombre de la lampe --,s'efforçant dans la faible lumière,de lire ta lettre,tempslibre
"mardi, lever de soleil",quelques grains de sucre,dans mon thé noir,tempslibre
querelle amère,le goût persistant,de trop d'aspirines,tempslibre
dernier train,le parfum d'une femme,sur un foulard perdu ,tempslibre
violoncelle,le froid se glisse sous,la porte de la cuisine ,tempslibre
usine abandonnée --,l'aérateur tourne encore,pour personne,tempslibre
arrivé au bout de la tige,le liseron se dresse,vers le ciel,tempslibre
fin du jour --,sur les ailes des hirondelles,encore un peu de soleil,tempslibre
salle d'attente vide --,Tele-Achats se déchaîne,pour personne,tempslibre
premières pousses --,elle a des herbes jusqu'au capot,la vieille auto,tempslibre
après la vague --,le passage à niveau sonne,pour personne,tempslibre
poils roux dans la boue ,tout ce qui reste ,du rêve d'un renard ,tempslibre
couvre-feu ----,des panneaux publicitaires,pour personne,tempslibre
tempête d'automne --,le papillon de nuit,collé à la vitre,tempslibre
bombes au phosphore --,l'odeur de chair brûlée,des crématoires ,tempslibre
plomb durci --,65 ans après les plombs,des wagons de déportation ,tempslibre
nuit étoilée --,le blanc du phosphore,sur la ville ,tempslibre
Gaza --,le massacre des Innocents,sous la censure ,tempslibre
Epiphanie --,les Rois Mages à l'étoile,massacrent les enfants ,tempslibre
Soldes d'hiver --,les vies palestiniennes,encore moins chères ,tempslibre
Gaza sous les bombes --,le croissant de lune,si mince ce soir ,tempslibre
Noël à Gaza --,le feu d'artifices,24 heures à l'avance ,tempslibre
chute des cours,les premières feuilles jaunies ,de l'arbre,tempslibre
pelouse tondue ras --,on a laissé les herbes grandir,tout contre la vieille église,tempslibre
réserve innu,des traces dans le sable,vers nulle part,tempslibre
matin gris,les nuages blancs,de l'usine à papier,tempslibre
Route des Baleines,ce rocher noir à bosse,au ras de l'eau,tempslibre
Paris,la nuit,du métro,tempslibre
brouillard glacé,après l'accident le sang chaud,sur l'asphalte,tempslibre
soleil levant...,"dans mon coquetier, le jaune",si petit,tempslibre
regards ...,par dessus la rivière,le héron et moi,tempslibre
allée forestière ...,d'abord le jogueur,puis son odeur,tempslibre
feu rouge,elle et lui se regardent ,dans le rétroviseur,tempslibre
refermer le lit,pour garder ta chaleur ...,matin de brume,tempslibre
fil barbelé,entre le veau et moi,regards,tempslibre
la file au feu rouge:,un vol de cormorans passe,-- vers le sud,tempslibre
tempête --,la chute de l'arbre a fait,le ciel plus grand,tempslibre
nuit d'automne --,la bête a crié longtemps,dans le jardin,tempslibre
la pelle mécanique,dans le pré,efface le ciel,tempslibre
inondation --,le ciel au milieu,du pré,tempslibre
concert public,sur la place remplie de monde,le feu rouge inutile,tempslibre
pluie continue,le bleu de la piscine,inutile,tempslibre
embouteillage,très haut dans le ciel,un héron passe,tempslibre
élaguage --,le pigeon a tourné trois fois,cherchant sa branche,tempslibre
tempête d'automne,dans la salle informatique,les serveurs ronronnent,tempslibre
"Pont de Fragnée, huit heures",par delà les voitures,un cormoran,tempslibre
pluie chaude,"odeurs de goudron, de terre,",et d'escargots,tempslibre
une goutte de rosée,pleine,de lumière d'automne ,tempslibre
feuilles lourdes,dans la pluie du soir,tas de ténèbres ,tempslibre
alerte aérienne --,les feux de signalisation,pour personne,tempslibre
plaqueminier,les colverts boivent dans,son reflet,tempslibre
pélicans migrateurs ...,le sondeur me presse,pour une opinion ,tempslibre
croissant de lune,un jeune oiseau moqueur,avec un seul chant ,tempslibre
délire de fièvre,un oiseau pépille le refrain,de la messe en latin ,tempslibre
premier gel,un autre souhait,pour leur liste ,tempslibre
premier gel,pourquoi n'ai je jamais,planté des persistantes ,tempslibre
jours de moissons ---,un gros crapaud,quitte le jardin ,tempslibre
la pluie qui vient --,les appels de l'oiseau font écho,au long du ruisseau,tempslibre
printemps précoce,des palettes d'engrais,sur le quai de chargement,tempslibre
première neige --,une fine couche de farine,sur les crêpes,tempslibre
cinco de mayo--,je descends la colline pour regarder,la lune se lever à nouveau,tempslibre
orage de printemps --,des bananes trop mûres,dans la cuisine,tempslibre
tonnerre du soir --,les appels du rouge-gorge en écho,à travers le parc,tempslibre
les portes de la grange ouvertes --,des feuilles mortes se répandent,dans la cour boueuse,tempslibre
vols de monarques --,quelques feuilles voltigent,sur la route,tempslibre
cigales,à la tombée du jour,enfin la pluie,tempslibre
fin de l'été,un soleil couchant orange,crayonné sur le mur,tempslibre
promenade nocturne,la même lueur tremblante,de maison en maison,tempslibre
entre le lac Erié,et la centrale nucléaire,les lucioles,tempslibre
marée basse -,l'odeurd'une gaufre,au bord de l'eau,tempslibre
la marque du sel,surson pantalon de ville -,un homme à la mer,tempslibre
silence glacé,janvier sur le lac -,"le ""O"" d'une carpe",tempslibre
marée haute  -,la lisière du sel,au pied du pantalon,tempslibre
avec un gros crayon -,le prix,des fraises,tempslibre
inquiète -,le tracé de ton nez,sur la vitre,tempslibre
tiédeur -,au bout des galeries de sable,nos mains se rejoignent,tempslibre
clouée au lit -,entre les pages de son livre,un papillon d'or,tempslibre
la messe est finie -,une odeur d'encens parfume,les poulets du marché,tempslibre
ciel de neige -,acheter une carotte,pour le bonhomme,tempslibre
papier journal -,les pointes des haricots,sur la nécrologie ,tempslibre
une île,sur papier glacé glissée,sous la porte,tempslibre
rentrée scolaire -,compter par centaines,de morts,tempslibre
pain beurré -,le boulanger enfin,assis,tempslibre
dans le miroir -,un goût de terre,en bouche,tempslibre
à table,elle émiette le pain –,l’œil du merle,tempslibre
musée de l'armée --,les casques allemands,sont attachés,tempslibre
par la fenêtre -,un bleu comme ça,pour nos fauteuils,tempslibre
baume --,jusqu'à la source,dans la pluie,tempslibre
entracte,-- le mort du premier acte,sert les bières,tempslibre
la neige dehors,dans la maison les livres,- toutes les couleurs,tempslibre
internet,--- une araignée dans mon verre,au réveil,tempslibre
tout le ciel,pour le peintre du dimanche,-- avant l'orage,tempslibre
courte échelle --,son fils raconte les flaques,après la pluie,tempslibre
sur la pierre,deux dates et un noyau,-- marelle,tempslibre
Soleil couchant,Ils se lèvent de table,Pour regarder,tempslibre
Dans le hall,Les parapluies ouverts,A l'envers,tempslibre
Presbyte,Ce gros poisson dans l'étal,Depuis hier,tempslibre
Vieux livre,Histoire des allergies,Eternuement,tempslibre
Au bord de l'eau,Le premier bikini,Mouette rieuse,tempslibre
Grande surface,Une odeur de poireau,Au rayon parfum,tempslibre
Carnaval,Croisé dans l'escalier,Spiderman,tempslibre
Bouquet du vainqueur,Elle l'aurait bien donné,Au grand blond,tempslibre
Marée basse,Oiseaux de nuit repartis,Chips sur le tapis,tempslibre
Abribus cassé,Le top model s'échappe,Eclats de verre,tempslibre
Armistice,Il astique le lion,En bronze,tempslibre
Réparation,Ramené de Versailles,Clou dans la semelle,tempslibre
Marée basse,Un crabe dans le château,De mon fils,tempslibre
Bouquet de fleurs,Déposé contre un arbre,Dans la pluie,tempslibre
Bouton du gilet,Petit bruit sur l'asphalte,Lune si proche ,tempslibre
Au-dessus de la maison,Le même nuage que l'an passé,Presque,tempslibre
plus de guerres,deux scarabés se battent,sur une tombe,tempslibre
près du mur,du cimetière,un préservatif,tempslibre
durant la veillée funèbre,une fleur fanée,sur le carrelage,tempslibre
un goeland glissant,hors de l'ombre du nuage -,soudain blanc,tempslibre
train de marchandises,une charge de neige,allant vers le sud,tempslibre
coup de fraicheur ~,juste avant la bruine,les notes du carillon eolien ,tempslibre
des rails,au milieu des champs de maïs,divisent l'infini ,tempslibre
bulles glissant,près de la lune flottante,un bateau de papier ,tempslibre
brume de poussière,au lever du soleil,une rose jaune ,tempslibre
lumière du jour,dans la brume d'hiver,un faible chant d'oiseau ,tempslibre
brouillard du matin,mes nouveaux dalhias aussi,semblent si pâles ,tempslibre
quartiers de pomme -,nos derniers mots,dans la lame du couteau ,tempslibre
Le nouveau Millénaire,a apporté à ma fenêtre,deux nouvelles chandelles de glace,tempslibre
concert sous les étoiles --,une goutte de sueur perdue,dans son décolleté ,tempslibre
récolte des pommes,comme mes mains,ont mûri ,tempslibre
mélancolie d'automne,le clic des pièces de mahjong,du PC,tempslibre
nuages de may,de nouveaux noms et dates,dans l'album de famille ,tempslibre
fleurs d'abricot,la naissance de notre première,petite-fille ,tempslibre
Lune de lundi,les dos courbés,des planteurs de riz ,tempslibre
matin de printemps,je trouve un ancien flirt,sur Facebook ,tempslibre
soir de printemps,une vieille lettre d'amour,de mon mari ,tempslibre
trafic d'été,"quatre autos, un tracteur",et la pleine lune ,tempslibre
nuit d'hiver,top d'étoiles,au-dessus de Gaza ,tempslibre
des nuages d'un mur à l'autre,et le bourdonnement des mouches,poussière d'été,tempslibre
route sans issue,au bord du champ,un veau mort-né,tempslibre
lune des moissons,le bruit d'une femme,pillant le riz,tempslibre
soir d'hiver,une tasse de menthe,et la lune,tempslibre
demi-lune,sur la rivière le bruit,de la glace qui craque,tempslibre
il neige ...,elle met son urne plus près,de la fenêtre,tempslibre
attirante,même en rouge,une feuille de chêne,tempslibre
brouillard d'automne...,qu'est-elle en train de faire maintenant,ma mère ?,tempslibre
vieux temple,mais toutes mes prières,sont nouvelles,tempslibre
murmures,dans le vieux temple,vent d'été,tempslibre
pluie d'été --,boire le thé en cadence,avec les feuilles qui tombent,tempslibre
chaude après-midi,une mouche avec nulle part,où aller,tempslibre
lune plate ....,une aspirine et un,verre d'eau,tempslibre
la tasse à thé,aussi vide que,ma soirée,tempslibre
une tasse de thé,pour remplir,mon après-mdi,tempslibre
ma journée,mesurée,en cuillères de thé,tempslibre
lune de novembre,la dernière boule de fromage,dans le frigo,tempslibre
Ces étoiles.,Plus de poissons,dans la baie. ,tempslibre
lune des moissons,je rassemble mes pensées,pour l'hiver,tempslibre
première neige de printemps,je libère mon âme dans,ma première classe de yoga,tempslibre
flottant libres,une marée pleine de fragments de coquillages,et de feux d'artifices,tempslibre
les belles de jour,trouvent leur chemin vers le soleil,sur le barbelé,tempslibre
à mi-mat,un papillon passe près,du drapeau immobile,tempslibre
ciel vide,elle transforme les lettres d'amour,en ailes,tempslibre
dans le vent d'hiver,l'appel d'un ami,qui maintenant a un cancer,tempslibre
un festin tentant... ,elle prend une première bouchée,la mouche bleue ,tempslibre
chanson de la lune,grand-mère chante au bébé,une première berceuse ,tempslibre
rosée froide...,dans la maison de retraite,regards vides ,tempslibre
jouer au chat et à la souris,autour du buisson de lavande,trois papillons blancs ,tempslibre
mariage de mai,une première bouchée,d'une rose de sucre,tempslibre
nouvelles bottes,écrasant de vieilles pierres,rues d'Ukraine ,tempslibre
bientôt l'hiver,le lierre de Boston s'étend,dans la fumée de la cheminée ,tempslibre
brume du matin,au loin,le cri du huard ,tempslibre
dans le miroir,ce regard entendu,comme celui de maman ,tempslibre
grange au toit de tôle,à travers ses fenêtres sans vitres,un parcours de lierre ,tempslibre
romance de quarante ans,elle lui rappelle d'acheter,une carte de Saint-Valentin ,tempslibre
tempête de neige fondante... ,la rose de l'année dernière,encore dorée ,tempslibre
ciel sans nuages ...,sur le fil de clôture,de la laine de mouton ,tempslibre
pluie battante,la constance,de ta main ,tempslibre
lever de soleil,la clarté orange,d'un chant d'oiseau ,tempslibre
la vieille carrière,y fleurit l'épilobe,sur les décombres ,tempslibre
protégé du vent,dans les fissures du granite,le tussilage ,tempslibre
isolement,l'aubépine ,fleurit en silence ,tempslibre
pluie de nuit,le goutte-à-goutte monotone,de la morphine ,tempslibre
floraison ...,le son d'un chant d'oiseau,remplit le silence ,tempslibre
brise dans le chèvrefeuille,quelqu'un klaxonne quand,le feu passe au vert ,tempslibre
je me réveille à côté,du lit de ma fille malade,un chien qui hurle,tempslibre
nuit des étoiles filantes --,se réjouir du bruit de la pluie,à la place,tempslibre
fenêtre d'hiver,fermée au froid -,orchidée pourpre ,tempslibre
tournesols en fleurs,des drapeaux blancs,indiquant les corps ,tempslibre
Une légère pluie ce soir,m'enveloppe dans un doux silence,rentrant à la maison,tempslibre
descente à vélo,une fille Amish avec les bretelles du bonnet,serrées entre ses dents ,tempslibre
pas de vent,dans le blé,équinoxe d'automne ,tempslibre
la même promenade,en sens inverse,équinoxe d'automne ,tempslibre
Vendredi Saint . . . ,je creuse une tombe,pour cette graine ,tempslibre
thé pour un . . . ,le long cri strident,de la bouilloire ,tempslibre
Saint-Valentin,une magasinière ramène chez elle,l'orchidée sans pétales ,tempslibre
la machine à laver,vagabonde à travers la pièce,solstice d'hiver ,tempslibre
seulement une partie,de la conversation,promenade au cimetière ,tempslibre
une lettre adressée,à qui peut être concerné,lune froide ,tempslibre
des réponses,pas juste les faciles,chute des feuilles ,tempslibre
équinoxe d'automne,enterrant son mari,à côté de sa première femme ,tempslibre
juste,une tranche mince,lune de Thanksgiving,tempslibre
solstice d'été,à la fin de la trace de l'escargot,la fin de l'escargot,tempslibre
baiser au clair de lune,le temps qu'il faut pour s'en rendre compte,de la pluie ,tempslibre
Fête des Mères,trois bouquets,de roses emoji ,tempslibre
serpentant,dans la circulation. . .,deux papillons blancs ,tempslibre
pause du jury . . .,nous libérons des graines de roses trémières,dans le jardin du tribunal ,tempslibre
soleil du matin,une constellation de trous,dans la feuille de rhubarbe ,tempslibre
équinoxe d'automne --,le claquement,d'un fil à marquer contre le mur ,tempslibre
immersion en forêt . . . ,l'odeur de son,shampoing aux fleurs sauvages ,tempslibre
champ de coquelicots . . .,une légère brise,attise les flammes ,tempslibre
qu'il fait lourd,le manguier chargé,d'iguanes ,tempslibre
groupe de lecture . . . ,le chat choisit,mes genoux ,tempslibre
Perseïdes . . . ,des chutes sourdes çà et là,dans le verger ,tempslibre
gargouillis,dans le babyphone,premières lucioles ,tempslibre
brise à l'odeur de chèvrefeuille,dans un cercle de meuglements,le veau nouveau-né ,tempslibre
de retour,de la mer,cette pluie familière ,tempslibre
photo de famille,le flou de,la queue du chien ,tempslibre
couverture de neige ...,les panneaux restants,de la serre ,tempslibre
nouvelle lune . . . ,le son mat,d'une noix ,tempslibre
Perseïdes . . . ,quelque part une vache,appelle après son veau ,tempslibre
solstice d'été,dérouler la poussière,avec les stores ,tempslibre
juste au-delà,de la portée de la bougie,les lucioles ,tempslibre
200 miles . . . ,cette fleur de prunier,sur mon pare-brise ,tempslibre
solstice d'hiver . . . ,le côté opposé,de la broderie ,tempslibre
se joignant en silence,à la conversation . . . ,les étoiles sur la prairie ,tempslibre
peinture de nuages . . ,la pause avant,"de répondre ""c'est bien"" ",tempslibre
après l'infarctus,seulement un demi,sourire ,tempslibre
carrefour --,une toile d'araignée s'étend,entre les deux plaques ,tempslibre
fenêtre ouverte,la promesse,du trèfle pourpre ,tempslibre
ponctuant,une nuit sans lune,les cris des oies ,tempslibre
après notre querelle,la grenouille recommence,son coassement ,tempslibre
jour bissextile --,assis sur ma malette,pour la fermer ,tempslibre
après,le festival de cerf-volants . . . ,les étoiles ,tempslibre
atelier de poésie --,les hommes comparent,leurs stylos ,tempslibre
Ides de mars,célébrer le retour,des busards ,tempslibre
chantier de construction -,même dans l'obscurité,le parfum du bois d'oeuvre ,tempslibre
camion de ferrailleur,. ... la rouille s'écaille,sur les feuilles mortes ,tempslibre
tempête devant !,de haut en bas de la rue,les mères appellent ,tempslibre
de nulle part,à nulle part . . .,le pont dans le brouillard ,tempslibre
réunion de famille,il vole vers son pays natal,pour combattre les envahisseurs ,tempslibre
attendant le train . . . ,le poids du soleil,sur mon dos ,tempslibre
début de l'automne,toute la nuit,les criquets ,tempslibre
trois jeunes filles,en imperméable pastel,en cette journée d'automne tumultueuse ,tempslibre
"géraniums,",si rouge,dans le bac aux couleurs défraichies ,tempslibre
la camionnette de crème glacée —,ils abandonnent leur château,à la marée ,tempslibre
rien qu'une benne à ordures,et cette azalée radieuse,s'épanouissant à côté ,tempslibre
lentement,du jour au crépuscule...,la fragrance des lilas ,tempslibre
sifflet d'usine !,près des rails du frêt,l'équipe de nuit ,tempslibre
juste assez froid,pour geler les flaques . . . ,lune cubiste ,tempslibre
bout de la ligne -,wagon de chemin de fer,rouillant sur les rails ,tempslibre
sommeil agité —,un seul aboiement dans le noir,puis le silence ,tempslibre
tonnerre lointain,des voilages blancs ondulent,dans le crépuscule ,tempslibre
elles s'en foutent,du panneau défense d'entrer !,les violettes ,tempslibre
tellement plus grand,que son flacon —,l'essence de lavande ,tempslibre
étang au crépuscule —,grenouilles et merles,en conversation ,tempslibre
boite de couleurs d'enfant —,chaque couleur intacte,sauf le bleu ,tempslibre
cadran de la radio . . .,j'essaie de trouver,ma jeunesse ,tempslibre
dans le grenier,une ancienne balance,pèse la poussière ,tempslibre
milieu de l'hiver . . .,l'odeur de frais,du linge propre ,tempslibre
au grenier,une antique balance,pèse la poussière ,tempslibre
matin de brouillard . . . ,flamboyant avec le Celastre,le mur du cimetière ,tempslibre
nuages plombés . . . ,la manière dont les arbres nus,le supportent ,tempslibre
une bouffée,lointaine de Coppertone,— brise de mer ,tempslibre
j'écris que je t'aime,dans la poussière de pollen,de son pare-brise ,tempslibre
même le souvenir,de l'hiver a fondu . . . ,jour d'été brûlant ,tempslibre
terrain vague . . . ,et encore ces tulipes,où était un fois un jardin ,tempslibre
solstice d'été,le soleil atteint les toiles d'araignées,dans le coin ,tempslibre
pointant,dans toutes les directions,les tulipes coupées ,tempslibre
mariage au bord de l'eau —,la fille au bouquet,cueille un pissenlit ,tempslibre
Terrassengärten . . .,d'un coin tranquille,le son d'une cithare ,tempslibre
de nulle part,à nulle part . . . ,le pont dans le brouillard ,tempslibre
taches de safran ,dans le ciel du soir . . . ,chant d'oiseau ,tempslibre
examens ...,feuilles blanches alors que les étudiants,observent les feuilles mortes,tempslibre
lune de marbre ...,le staccato des hauts talons,à l'heure de pointe,tempslibre
je goûte,le vin maison de mon mari,soir d'automne,tempslibre
coincée dans le trafic,je rêve de la mousson,dans une terre lointaine,tempslibre
à la fenêtre,le tambourinement de la pluie ...,je me rendors,tempslibre
le soleil ce matin,un oeuf miroir sur une assiette,bleu de chine,tempslibre
des colombes,sur l'antenne de TV,guerre à la TV,tempslibre
gazouillement d'oiseaux --,à l'instant où je pousse,le bouton stop,tempslibre
l'année nouvelle...,une pie retourne,une vieille feuille,tempslibre
Le thé du matin ,"Et l'obscurité, attendant d'entendre ",Le chant des oiseaux à nouveau ,tempslibre
trop tôt l'obscurité,tes dernières paroles traînent,dans le brouillard,tempslibre
lune et brume ~,la nuit s'installe dans le silence,et l'haleine blanche,tempslibre
la voix de ma mère disparue,sur le répondeur,. . . encore et encore . . .,tempslibre
coucher de soleil d'été ~,la lente glissade d'un héron,dans l'obscurité,tempslibre
jeunes filles dans le brouillard --,le mouvement aérien des mains,cueillant le tabac,tempslibre
Tchetchenie ~,des os noircis et des cendres,fumantes,tempslibre
premier jour clair,une jonquille oubliée,dans un livre ouvert ,tempslibre
début de printemps,une envie de porter,du rouge-à-lèvres rose ,tempslibre
oeufs décorés —,les promesses,que tu as faites ,tempslibre
premier rendez-vous,la lente danse des tulipes,dans un vase ,tempslibre
une assiette de crêpes,scintillantes de sirop,lune de printemps ,tempslibre
je tricote sur la plage,une vague bleue clapote,sur une autre ,tempslibre
longue nuit d’hiver,je lui montre ma cicatrice,en forme de lune ,tempslibre
paroles désobligeantes ,la fermeture soudaine,des coquilles de moules ,tempslibre
pluie lourde,finalement il s'est lavé,du mensonge ,tempslibre
dans un tas de vieilles ordures,comme la pluie récolte,le ciel ,tempslibre
coeur de l’hiver,lire le livre d'un ami mort,sur l'alchimie ,tempslibre
les deux pieds glissent,dans le ciel,trottoir gelé ,tempslibre
Voie Lactée,au cours d'une fouille néolithique,la longueur d'une respiration ,tempslibre
au creux,des rues de la ville,l'appel des mouettes ,tempslibre
une fille au crépuscule,avec un ballon blanc,lever de lune ,tempslibre
dans le hamac,où nous nous couchions tout l'été,des feuilles mortes ,tempslibre
Southend-on-Sea,des frites bien chaudes,dans l'air salin ,tempslibre
de la mousse,adoucit les ailes,des anges de pierre ,tempslibre
le silence,entre nous -,plein de soleil ,tempslibre
lune sur le déclin,le bruit d'ailes,au crépuscule ,tempslibre
rêve de désert,le son des cornes de brume,sur le Solent ,tempslibre
vieillissement de la peau,la chaleur et la douceur,d'une pomme cuite ,tempslibre
fenêtres ouvertes -,toutes les trainées d'avion,font des plumes ,tempslibre
clarté de printemps,le pub local révèle,son ancien nom ,tempslibre
livres de poésie,bannis de la toilette -,nettoyage de printemps ,tempslibre
éruption solaire -,la lune de printemps à demi cachée,dans les nuages ,tempslibre
pluie de février -,le mot 'printemps',sur le Scrabble ,tempslibre
vent de février -,le mot 'crocus',sur le Scrabble ,tempslibre
bourrasque soudaine,ma place dans un autre monde,gardée par un signet ,tempslibre
marché chinois -,une rangée de petits bouddhas dorés,partagent un sourire ,tempslibre
plans de pension,le lent bourdonnement d'un avion,qui rentre au pays ,tempslibre
plan stratégique -,le son distant,des cornes de brume ,tempslibre
pluie fine -,les ouvriers des eaux,creusent un trou dans la route ,tempslibre
soleil de février -,un lampadaire encore allumé,en plein jour ,tempslibre
l'odeur du vernis,traine dans l'entrée,comme l'hiver ,tempslibre
Saint-Valentin -,recycler,le vieil or ,tempslibre
jour gris,la seule tache brillante,un feu rouge  ,tempslibre
pluie froide,l'épicier empile des choux,sur des choux ,tempslibre
cadre de la fenêtre,l'entièreté du monde libre,dans une mouette blanche ,tempslibre
entre,les mots du Premier Ministre,un chant d'oiseau ,tempslibre
nouvel an,des feux d'artifice,dans un ciel de brume,tempslibre
fin d'été,les graffiti envahis,par le lierre,tempslibre
ciel du soir,sur les pétales tombés,une rose sombre,tempslibre
une goutte d'encre -,des tétards qui s'agitent,à la surface de l'eau,tempslibre
orage de printemps -,"l'aube grise, un instant",lumineuse,tempslibre
au sommet du haut mur...,l'entrelacement,du barbelé et des roses ,tempslibre
après une courte pluie ...,des arc-en-ciels d'essence apparaissent,sur l'asphalte ,tempslibre
brouillard et pluie -,au sortir de l'église sombre,nous marchons dans la lumière ,tempslibre
marche dans les collines...,au sommet des plantes sauvages,poussant dans un sac de transport,tempslibre
lumière déclinante,avec son minuscule arc-en-ciel,la fontaine du lac ,tempslibre
recyparc...,la fente d'une poubelle scellée,par une toile d'araignée ,tempslibre
