line_1,line_2,line_3,source
à l'autre bout du monde,sur la vitre du train,la course des gouttes de pluie ,tempslibre
sous la pluie sans fin,sur la place grise,les couleurs du manège ,tempslibre
avec mon père ,parler d'apprendre à vieillir ,- l'odeur des clématites ,tempslibre
nuit de mars ,écouter la pluie,s'écraser sur les carreaux ,tempslibre
quai de métro ,le mendiant ronfle,sa bouteille tient debout ,tempslibre
au coeur de la nuit,le ronron des ventilations,entre deux sirènes hurlantes ,tempslibre
perdue dans le brouhaha,sur le quai d'en face,l'engueulade ,tempslibre
signature anonyme,vieilles empreintes de pigeon,dans le ciment nu ,tempslibre
lundi d'octobre,rentrer et sortir du métro,sans voir le jour ,tempslibre
métro du matin ,cette odeur d'urine ,tenace ,tempslibre
premières tâches rousses,sur le flanc de colline,soleil sur ma joue ,tempslibre
sommeil lourd,après son alcool de prunes,ramassées dans son jardin ,tempslibre
j'ai vu l'horizon,dans le métro,en quatre par trois ,tempslibre
le clapotis de la pluie,noie l'écho de mes pas,matin d'automne ,tempslibre
de pièce en pièce,la souris passe ,sans se soucier de nous ,tempslibre
thé glacé ou chaud ,j'hésite,dernier jour d'août ,tempslibre
elle ne l'est plus ,l'eau froide du robinet,canicule ,tempslibre
assis par terre ,son épaule dénudée ,sans bras ,tempslibre
trois bouts de cartons ,éparpillés ,restes de bonneteau ,tempslibre
un escargot s'aventure,sur le bitume encore chaud,orages de juin ,tempslibre
triste sandwich,tombé d'une machine,sans âme ,tempslibre
la seule lumière allumée ,dans une lutte passive ,contre l'obscurité de tout l'immeuble ,tempslibre
"torse nu, fenêtre ouverte",je lis des haikus,pluie d'été ,tempslibre
rien qu'un instant,l'odeur des pins,en allant au travail ,tempslibre
la pièce de monnaie,aussi froide que la machine,qui me l'a rendue ,tempslibre
en blouson noir,sous des arbres,aux fleurs roses ,tempslibre
dans la rame,toutes les senteurs du matin,éclipsées par le clochard endormi ,tempslibre
blanches,les pages de mes carnets,je n'aime pas l'hiver ,tempslibre
nez en l'air,fixant l'invisible,le clochard perché ,tempslibre
écouter la pluie,à côté de mon téléphone,~ silencieux ,tempslibre
au lever,pisser dans le vent d'automne,en faire un haïku ,tempslibre
premiers flocons,penser à mon père,sur son lit d'hôpital ,tempslibre
mon lit froid,ma peau cherche la sienne,premiers flocons ,tempslibre
caressant le chat,une goutte froide,dans mon cou ,tempslibre
triste sourire,la raie du clodo qui dort,sur le quai du métro ,tempslibre
elle se lève --,il reste un peu de chaleur,sous la couverture,tempslibre
tisane du soir,le pied de la verveine,au clair de lune ,tempslibre
chateau fort,la marée montante prend,la tour crénelée,tempslibre
regards croisés -,une femme bâillonnée,jusqu'aux yeux,tempslibre
Étoile fermée,Shimon Peres en visite,dans le métro,tempslibre
entrée du musée,des palmiers de passage,pour le chef d'État,tempslibre
dans un grand sac,deux tout petits lierres,grimpent dans la rame ,tempslibre
Courrier du matin,trois crocus jaunes,sur un timbre ,tempslibre
Couché par le temps ,Il ne travaille plus guère ,l'épouvantail ,tempslibre
Le jardin oublié,quelques lupins debouts,en rébellion ,tempslibre
Mer du Nord,sur la gaufre sucrée ,un peu de sel ,tempslibre
dispute --,j'ajoute du sucre,dans mon thé,tempslibre
maison mise en vente,l'odeur de renfermé,de mon enfance ,tempslibre
biscottes et Nutella,me remontent le moral,maman n’est plus là,tempslibre
travailleur de nuit,dans une flaque d’eau,le jour se lève ,tempslibre
nouvel an,un bout de ma dent,est resté dans l'ancien ,tempslibre
mille et une nuits,encore un conte pour l’enfant,à l’hôpital ,tempslibre
parking souterrain,la panique du petit ,papillon blanc ,tempslibre
faucille de lune rouge,sa robe de mariée ,plus blanche encore —,tempslibre
dispute –,l’amertume,du thé ,tempslibre
nuit noire et blanche –,remplir le pilulier,de toutes les couleurs ,tempslibre
fin de l’été,le trou de la poche du short,encore plus grand ,tempslibre
lune de miel,couper en deux,le premier melon ,tempslibre
cerisiers en fleur,de nouveau croire,à ses promesses ,tempslibre
migrants à la une – ,l’hôte dans mon jardin,un oiseau sans nom ,tempslibre
à l'hôpital -,au fond du sac le sable,de l'été dernier ,tempslibre
bruine matinale,il me propose,un nuage de lait ,tempslibre
canicule,dans l'oeil du husky,l'océan ,tempslibre
pluie d'hiver -,la grimace du bonhomme,de neige ,tempslibre
les bourgeons gris,de la glycine - aujourd'hui,il aurait seize ans ,tempslibre
lune cendrée,il lui demande,le divorce ,tempslibre
au bout du fil,de sa pelote grise,la banlieusarde ,tempslibre
Cigale en faïence,et déambulateur -,fin du voyage,tempslibre
thé noir~,au fond de la tasse,les anneaux de saturne ,tempslibre
lune d'hiver~,le goût légèrement sucrée,de la betterave ,tempslibre
réveillon de l'an neuf-,en ermite sous un édredon,d'étoiles ,tempslibre
lune gibbeuse-,la route brossée,de sel ,tempslibre
Petit déjeuner,le thé refroidi,deux haïku ,tempslibre
Sur l'épaule de mon père,la graine de pissenlit,finit sa course ,tempslibre
"Pas de nourriture dans la cuisine,",la mouche se pose,sur les raisins en céramique ,tempslibre
"""Quoi de neuf""",Facebook me demande,Entre deux averses de pluie,tempslibre
"Jardin public,",un petit baiser,derrière un baiser plus long ,tempslibre
"La nuit du village,",de la cour de la maison de mon grand-père,Le ciel commence. ,tempslibre
Soirée aux flambeaux,Poudrerie vent de noroît,Et chocolat chaud ,tempslibre
Matinée hivernale,Plus chaude entre mes mains,Tasse de chocolat ,tempslibre
soirée de rupture,parlant sans fin à la lune ,mon thé amer ,tempslibre
nuit étouffante,le chuchottement frais,des arrosages ,tempslibre
Départ en vacances,Dans les grincements du métro,déjà les mouettes ,tempslibre
métro bondé,sous le nez la fraîcheur,de son bouquet ,tempslibre
tatouage,le papillon entre ses seins,rêve de Tchouang-Tseu ,tempslibre
café du matin,les fêlures au fond du bol -,l'instant d'un regard ,tempslibre
Brise marine,sur le trottoir s'échappe,l'ombre d'un cerf-volant ,tempslibre
Orange sanguine,à mon petit déjeuner,le soleil se lève ,tempslibre
presque seule,souper,avec la pleine lune ,tempslibre
dernier métro,la nuit plus intense,le regard des hommes aussi ,tempslibre
dans la rizière,un vieil homme pellette,des nuages,tempslibre
soleil d'hiver,le plat de ma main,sur la vitre froide,tempslibre
vue sur l'amère,quand elle se penche à la fenêtre,avec cet air vague,tempslibre
les mots sous les doigts,l'aveugle et son livre en braille,frottement du papier,tempslibre
Place Saint Pierre,Devant des vitrines d'objets religieux,Dorment des sans abri,tempslibre
Vatican illuminé,Place vide entre barrières et policiers,Lumière artificielle,tempslibre
Pont Jacques-Cartier,Au matin une brume dense,Les autos disparaissent,tempslibre
nuit d'hiver,un train sans fin,s'éloigne ,tempslibre
soupe aux nouilles,dans la rue au Vat Sen,le ciel dans mon bol,tempslibre
La nuit des 4/4,se garent dans les temples -,Hyundai chez Buddha ,tempslibre
A chaque halte,chacun son arbuste -,buissons de fleurs jaunes ,tempslibre
vingt gamins lao,fusils pointés sur leur cible -,au cybercafé ,tempslibre
l'oeil triste du varan,en sursis casserole,comment l'oublier ? ,tempslibre
par tous les temps,Buddha devant la porte,souriant mains ouvertes ,tempslibre
au ralenti,sur la route sous la haie -,le renard à Noël ,tempslibre
rois mages à chameau,devant l'Hôtel-de-Ville -,tous des immigrés ,tempslibre
est-ce le soleil,cette lumière au mur ? --,souris de labo ,tempslibre
tracer un coeur,sur la laisse de basse mer --,snapchat  ,tempslibre
toutes les phases,de la lune -,festival de haïku ,tempslibre
chercher la mélodie,dans le grelet des grillons -,nuit blanche ,tempslibre
lire,jusqu'à ne plus rien voir -,derniers soirs de l'été ,tempslibre
les motos,roulent quatre par quatre -,derniers jours d'août ,tempslibre
jour de la terre -,le soir éteindre les lumières,le ciel est bien ... là ,tempslibre
nuit américaine,... les techniciens,se bousculent,tempslibre
Bruxelles-Munich -,course de mouches,sur l'écran du PC,tempslibre
au pied de la banque -,des pissenlits,en fleurs,tempslibre
débat télévisé -,ses seins affalés,dans le corsage ,tempslibre
Contre-jour -,au loin un grand chien,en liberté ,tempslibre
Coquilles d'escargots,vides -,premières pousses,tempslibre
An neuf -,la même rue ce matin,le silence en plus,tempslibre
perruque blonde -,un petit sourire,d'après chimio,tempslibre
l'arbre mort,dans la forêt luxuriante -,couvert d'ex-voto,tempslibre
entracte -,on parle de la guerre,en coulisses,tempslibre
automne ce matin -,l'oiseau sur son épaule gauche,recouvert,tempslibre
remue-ménage,dans le ventre de l'ordinateur -,j'ai faim,tempslibre
poussière grise,sur la cheminée de marbre -,et ta photo,tempslibre
le malentendant,avec ses lunettes -,noires,tempslibre
Après la dispute -,les assiettes sont encore,sales,tempslibre
Petit soleil -,au travers des vitres,sales,tempslibre
fraicheur d’été -,dans le panier d’oignons,le chat endormi ,tempslibre
pluie de confinement ~,un bol de soupe ,venue d'ailleurs ,tempslibre
jardin d'hôpital --,une fillette chauve,joue à la princesse ,tempslibre
boutique de fleurs -,la vendeuse au tatouage,de papillon ,tempslibre
journée de prévention routière –,elle laisse entrevoir,son string fluo ,tempslibre
crépuscule d'automne -,au fond du cendrier le mégot,encore incandescent ,tempslibre
lac de montagne -,elle ôte son maillot,et tous mes doutes ,tempslibre
journée mondiale du sida -,je réinstalle,mon antivirus ,tempslibre
lune d'hiver -,le vieil homme hésitant,devant un peep-show ,tempslibre
nuit à la campagne -,les étoiles et les lucioles,s'échangent en morse ,tempslibre
flaque de pluie -,toucher,l'arc-en-ciel ,tempslibre
perruque carnaval -,une touche de fantaisie,pendant la chimio ,tempslibre
brunante au verger,dans cet arbre ils n’ont laissé,que la lune,tempslibre
temps pluvieux,une gorgée de thé froid,entre deux chapitres,tempslibre
interurbain,parler de mes larmes,à ma mère,tempslibre
vieil asphalte,dans un trou le ciel,a fait son nid,tempslibre
marée basse,partout sur la grève,de petits ciels,tempslibre
ce caillou gris,soudain si précieux,dans sa petite main,tempslibre
sur la terrasse,mon café miroitant,sucrer le ciel,tempslibre
repos dans la cour,un peu de ciel,dans son café,tempslibre
flaque d'eau sur la grève,son petit pied disparaît,dans un nuage,tempslibre
dessin à la gouache,au bout de ses petits doigts,des taches de ciel,tempslibre
fin d'après-midi,l'ombre d'une fleur sauvage,rejoint le jardin,tempslibre
nuit d'automne,tant d'étoiles,entre les branches,tempslibre
corvée au jardin,soulever dans un seau,l'eau et le ciel,tempslibre
après le réveillon --,rubans rouges tressés,dans ses cheveux ,tempslibre
cello strings,over dark water,a star and i ,tempslibre
night feeding,the three legged cat,outruns us all ,tempslibre
tip of the storm,thunder fills the sky,with crows ,tempslibre
sunrise,and flowers blooming,on the table ,tempslibre
as still as midnight,hanging in the moss,the dying moth ,tempslibre
just after midnight,sounds become heartbeats,coyote song,tempslibre
forest trail,my thoughts meander,the fragrances ,tempslibre
Elle passe et repasse,sur la serviette des touristes,L'ombre de la mouette ,tempslibre
l'odeur du pain,remplit tout l'appartement -,fin fond de la nuit  ,tempslibre
concert à l’église :,le musicien chauffe ses doigts,au-dessus des cierges ,tempslibre
A la porte du cimetière,trois vieux amis,parlent rhumatismes ,tempslibre
pleine lune d'août,son test de grossesse,positif ,tempslibre
sans cesse ce soir,rallumer les bougies,que souffle le vent ,tempslibre
cueillette de mûres -,des montgolfières,dans le ciel du soir ,tempslibre
ajoutant,"des nuages aux nuages, ",l'incinérateur ,tempslibre
Des montgolfières s'élèvent,au-dessus de la Loire,puis la pleine lune ,tempslibre
Dimanche de Pâques,un joli petit noeud,au sac poubelle ,tempslibre
Enterrement :,Combler les 17 pieds,du haïku ,tempslibre
Fête des Rois,les sapins,à la rue ,tempslibre
une corneille,répète son cri -,matin du premier jour ,tempslibre
musique d'orgue,dans le métro,ses longues jambes ,tempslibre
haïkus de Bashô,des grains de sable,sous le stylo ,tempslibre
feu d'artifices au loin,près la pleine lune,sur la mer ,tempslibre
Plouf,le centre du monde-,haïkaï,tempslibre
Insomnie :,l'odeur du pain,qui cuit ,tempslibre
parcours chatouilleux,d'insecte sur ma joue,- passage d'avions,tempslibre
dans le bol de verveine,l'ampoule du plafonnier,- mi-novembre ,tempslibre
décolletés précoces :,fruits déjà mûrs,d'avril,tempslibre
le vent du métro,arrive à soulever une page -,haïkaï,tempslibre
blanc éclatant,son chemisier,- les ides de mars ,tempslibre
"vite entrevue, ce soir,",la plaque d'une,Rue du vent,tempslibre
Jardin sec  (*),les traces du couteau,dans le beurre,tempslibre
rue Fragonard,la toile blanche,d'un drap qui sèche,tempslibre
dimanche 7/1/7,le couteau à cheval,sur la fève,tempslibre
à la porte de chez Fauchon,une flaque de vomi,- fin de l'an,tempslibre
au macro-sillon,de la médiathécaire,mon regard plonge,tempslibre
dans un cageot,' Carottes de France ',des livres à un euro,tempslibre
Elle fit de la danse.,Ses gros mollets cuivrés,sous la pluie de septembre.,tempslibre
fin de matinée,la moule de la poissonnière,bâille,tempslibre
Orage de septembre,Collé contre ton dos,en chien de fusil ,tempslibre
"180 morts, 8 attentats",à Karachi aujourd'hui,Zidane s'explique à la télé,tempslibre
tête de station -,le taxi sikh ?,au turban blanc,tempslibre
dans l'appartement vide,la grande balafre du,soleil au sol,tempslibre
le recueil d'un ami :,un moine zen ratisse,l'angle de la couverture,tempslibre
ceinture brune : sa peau,entre top et pantalon,- ligne quatorze,tempslibre
sous l'abri-bus,les vieilles tepu de l'avenue,- pluie de mai ,tempslibre
deux dames d'un certain âge,parlent soutien-gorge,- train de mai,tempslibre
son cul rond,montant l'escalier mécanique,demi-lune,tempslibre
frangé de blanc le lac,premier février,vers Metz,tempslibre
prise dans la Moselle,une bouteille,le cul en l'air,tempslibre
dans les phares du camion,les jambes de la femme,qui va rentrer dans l'immeuble,tempslibre
noir à fleurs bleues,le slip de l'altiste,- Shostakovitch ,tempslibre
de fesses en fesses,montant l'escalier,station Austerlitz,tempslibre
une fesse après l'autre,elle me précède,gare Saint-Lazare,tempslibre
Fin novembre -,arrosant les rares soucis,encore en fleurs,tempslibre
le slip rouge,de la violoncelliste -,concert à Luçon,tempslibre
seule sa chaussure,gauche crisse --,sortie de la messe,tempslibre
Les bas quadrillés,sur les belles cuisses de cette femme,- sudoku ?,tempslibre
la lisière de son slip,sur ses belles petites fesses,à quai,tempslibre
un livre en tente,sur sa poitrine,- vents et vagues,tempslibre
au coin de l'avenue,chaque matin vers 9 h 30,il ferme sa tente,tempslibre
petit concert de voitures,le matin,pour se mettre en route,tempslibre
le faîte de l'arbre,chatouille le nez,du grand Bouddha,tempslibre
pelle et balai,les cœurs en papier,parvis de la mairie,tempslibre
l'ombre,de son piercing au menton,marque midi,tempslibre
les yeux bleus,elle boit de l'eau de source -,veille de l'été,tempslibre
deux heures du matin,un tout petit insecte,traverse la page neuf,tempslibre
Des éclats de rires,tombent par la fenêtre,- samedi soir,tempslibre
la danse du tissu,autour des jambes de la femme,grève des transports,tempslibre
rumeurs du matin -,l'ombre d'une fumée,sur la façade blanche,tempslibre
jusqu'à tard dans la nuit,nos deux tasses vides,depuis longtemps,tempslibre
milieu d'août,les haïkus,à marée basse,tempslibre
la poétesse,"partie, restent les haïkus",et la tasse froide,tempslibre
les seins des mannequins,pointent dans la vitrine,- approche du printemps,tempslibre
sur la cheminée,le bleu du couvreur,- équinoxe vernal,tempslibre
Sans nouvelles du monde,Cent papillons volent dans l'herbe,ce matin,tempslibre
puits artésien,entre les immeubles,l'eau de cent millions d'années ,tempslibre
nuée d’orage,l’éclair blanc,d’une mouette ,tempslibre
retour de campagne,une odeur d’autrefois,sur le pyjama,tempslibre
elle attend en haut,de l'escalier du métro,- la lune ,tempslibre
dans l'embouteillage,ce mouvement lent,de Bach ,tempslibre
mon oreiller,à peine secoué,prunier en fleurs ,tempslibre
sortie du tunnel,jaillissant d'une large courbe,un arc-en-ciel ,tempslibre
matin de grisaille,bien seul à se lever,mon store ,tempslibre
flaque boueuse,lui reste propre,le nuage,tempslibre
encore un peu de boue,du sentier à mes chaussures,dernier jour de l'an ,tempslibre
moins de sucre,dans mon café,matin de neige ,tempslibre
champs moissonnés,à perte de vue,le parfum de paille ,tempslibre
mur du cimetière,la vigne vierge déborde,rouge en octobre,tempslibre
à l'horizon,la ligne jaune,du colza,tempslibre
sentier désert,plus aucun passage,entre les orties,tempslibre
bruit d'avion,la boule de pissenlit,perd ses graines,tempslibre
matin de banlieue,les escargots gagnent l'herbe,de la voie ferrée,tempslibre
en mode vibreur,le téléphone avance,vers la poubelle,tempslibre
marée basse -,la maman parle au loin,dans son portable,tempslibre
parc de la Villette -,quelques gouttes de pluie tombent,du sous-marin noir,tempslibre
huit heures.,"trois quart lune, son halo",d'hiver - rond encore,tempslibre
perpendiculaire,"à la file d'attente, un joueur",de flûte traversière,tempslibre
"Palais-Royal, nuit",qui tombe - les arbres en rang,des deux côtés,tempslibre
"mains bleuies,",un dimanche d'hiver,- tarte aux myrtilles,tempslibre
"du haut de Montmartre,",la croix sur un clocher,- deux grues jaunes,tempslibre
pélérine rouge,"de la jeune fille, pour sortir",le pitbull,tempslibre
"tous les ans,","un million de caribous,",vers les montagnes,tempslibre
"la Seine à Vétheuil,",une péniche va vers la mer,- vagues sur les bords,tempslibre
une dalle nue -,dans l'album photo sourire,du grand-père,tempslibre
photo de mariage,sous la longue branche,d'arbre centenaire,tempslibre
"au creux de l'écluse,","le bateau s'élève - dedans,",une religieuse,tempslibre
tant de poèmes,laissés au mort -,soir de funérailles ,tempslibre
cafés noirs -,la conversation tourne,autour de Soulages ,tempslibre
même au couchant,le soleil de métal,reste sur la table ,tempslibre
du grand puits,entre les deux maisons,tout le monde veut voir le fond ,tempslibre
l'orage s'installe -,une envie subite,de chocolat ,tempslibre
gare de grenoble -,dans le hall la brume,en photo ,tempslibre
pluie sans fin -,un peu de sable encore,sous les ongles ,tempslibre
octobre -,partie dans un camion,la guinguette ,tempslibre
filet de bois sec -,le prix,d'une place de cinéma ,tempslibre
là au fond,le ventilateur,pour personne ,tempslibre
Alep -,"des ruines, des rats",et quelques gosses ,tempslibre
trombes d'eau -,dans la pharmacie silencieuse,le parfum des huiles essentielles ,tempslibre
nuit chaude et sans vent -,le ventilateur brasse,un standard de jazz ,tempslibre
avec Po Chu Yi,dans le tramway bondé -,rêve d'ermitage ,tempslibre
l'arbre à papillons,borde le cimetière -,quelle chaleur ,tempslibre
Millau -,un vol de vautours,au niveau des voitures ,tempslibre
sur le brûleur,les moules s'ouvrent,sans un cri ,tempslibre
ciel d'orage -,un héron remonte le fleuve,en silence ,tempslibre
petit matin -,parmi les herbes fauchées,aussi des fleurs,tempslibre
matin de pluie -,le café rallongé,plusieurs fois,tempslibre
soir d'été -,les derniers jours,du champ de blé ,tempslibre
chemin d'été -,même le papillon,a une ombre ,tempslibre
Heidegger en main,un vieil homme déambule -,fleurs de Magnolia ,tempslibre
chaleur sèche -,les profonds soupirs,de l'ordinateur ,tempslibre
peut-elle quelque chose,contre la guerre,la Nigelle de Damas ,tempslibre
quelqu'un marche,autour de la maison -,pluie de printemps ,tempslibre
averse de mai -,le tramway crie,comme un cochon ,tempslibre
mai frais,encore le plaisir du café chaud,entre les doigts ,tempslibre
vallée brumeuse -,les parois se renvoient,les cris des choucas ,tempslibre
poiriers en fleurs -,la fanfare entonne,un air des balkans ,tempslibre
hall d'aéroport -,ils poussent les chariots,de l'apocalypse ,tempslibre
grillades -,dans le feu la vieille chaise,s'effondre ,tempslibre
nuit d'hiver -,la tisane,pissée cinq fois ,tempslibre
matin d'hiver,un long chemin de lumière,coupe le jardin ,tempslibre
matin d'hiver ,je vide louche après louche,les cendres du poêle  ,tempslibre
dans la lessiveuse,cendres et eau de pluie,mélés ,tempslibre
matin d'hiver-,de l'olivier j'ai vu tomber,le dernier fruit ,tempslibre
temps de neige,une larme de chartreuse,sous la langue  ,tempslibre
amer,le premier café de l'an -,bombes à Gaza,tempslibre
premier soir -,toujours pas de trève,à Gaza ,tempslibre
nuit d'hiver -,ma poubelle va passer la nuit,avec d'autres ,tempslibre
dimanche d'hiver -,tous mes cheveux,jetés aux flammes ,tempslibre
cabanon -,toutes les lattes identiques,en apparence ,tempslibre
quarante huit ans -,une vieille chaise flambe,dans la cheminée  ,tempslibre
chemin forestier -,nul n'est indifférent,à l'érable rouge ,tempslibre
du cerisier,brûle dans l'âtre -,pluie d'automne ,tempslibre
fume-t-il ou non,le toit de l'ermitage ?,pluie battante  ,tempslibre
dimanche d'automne,écobuages,et coups de feu ,tempslibre
le vent se lève -,le tas de cendres chaudes,se ranime  ,tempslibre
mer vide -,toutes les mouettes,à la décharge ,tempslibre
marché aux puces -,une barquette de frites,à l'huile rance ,tempslibre
première flambée -,"dehors, le dernier voyage",d'un canadair ,tempslibre
le feu s'éteint-,un parfum de cade,dans son pull over  ,tempslibre
papillon de nuit -,le choix entre deux mêmes,lampes japonaises  ,tempslibre
canicule -,dans la chambre haute,deux ventilateurs ,tempslibre
vent de mer -,d'une maison s'échappe,la chanson du Titanic  ,tempslibre
après-midi d'été -,par toutes les fenêtres,je vois des bambous,tempslibre
nuit sans lune,ma belle mère dort,avec trois coussins,tempslibre
Jardin du Peyrou -,sur son cheval Louis XIV,écoute du rap,tempslibre
soirée flamenco -,sur les étagères,de faux cactus ,tempslibre
pluie fine,elle pousse,un landeau vide,tempslibre
lune gibbeuse-,par une voix de femme,envouté ,tempslibre
Grande surface -,on m'apprend qu'il s'est poignardé,en pleine garrigue ,tempslibre
Alambic -,au dôme d'une mosquée,Leïla le compare,tempslibre
rue de l'u,la librairie ésotérique,a disparu,tempslibre
23:30,la lune n'est pas loin,d'être pleine ,tempslibre
restes de vin aigre,dans le fond des verres,brume matinale,tempslibre
Vent de tempête -,D'un gros saumon du pacifique,j'attends le dégel,tempslibre
Fut-elle pleine,"déjà, elle décroit",la lune,tempslibre
Matin de givre,La gueule du chien fume,devant la porte,tempslibre
Changement d'horaire -,Autour d'un marc de Banyuls,de minuit à minuit,tempslibre
Pluie d'automne -,Le muscat de la treille,vire à l'ocre ,tempslibre
Journées orientales -,Entre loukoums et théières,le Saint Coran ,tempslibre
Concombre de mer-,Une anthologie de haïkus,pour lui seul ,tempslibre
Après l'amour ~,Je lui parle un peu,de la lune,tempslibre
Nuit blanche ~,Jusqu'au rouge sur le mur,du moustique,tempslibre
Vue plongeante -,La pelouse bien drue,de ma voisine,tempslibre
Ecrit en trois lignes,sur le pot de confiture,"date, lieu et fruit ",tempslibre
Dans le sable humide,l'empreinte d'un seul pied nu -,Printemps précoce,tempslibre
Fin d'après midi -,dans la maison peu chauffée,leurs trois belles voix,tempslibre
Saké de Kyoto,dans le verre à téquila,Fin d'automne,tempslibre
Avant l'I.R.M.,Elle dresse la liste,de ceux qui sont morts,tempslibre
Salle des I.R.M,la porte et tous ses symboles,déjà redoutable,tempslibre
Salle des I.R.M,"Derrière la porte, le rire",des infirmières,tempslibre
Librairie Sauramps,Des haïkus du bord de mer,pour passer l'hiver,tempslibre
Vieille rue du centre,Un plein magasin,De fringues gothiques,tempslibre
Fin novembre,Le vol nerveux d'une guêpe,sur l'assiette vide,tempslibre
Soirée entre amis,A sept pour une raclette,à six trous,tempslibre
Deux fillettes,Chacune sa portion,d'étoiles ,tempslibre
Mouche dans le plat -,Tant de délicatesse,pour sécher ses ailes !,tempslibre
Seul dans la pénombre,Dans l'âtre,Les cendres froides,tempslibre
Bruine d'automne,Au plafond de la cuisine,deux mites forniquent,tempslibre
Dans la soupe aux algues,elle nage encore,la crevette ,tempslibre
Petite pluie fine,Dans la benne aux encombrants,des jouets meurtris,tempslibre
Ballon de vin blanc,Toutes les images,à l'envers,tempslibre
Départementale,La  queue du pauvre écureuil,toujours en panache,tempslibre
Déchèterie,La fillette du gardien,a des yeux turquoise,tempslibre
Sieste des enfants,Sur la table de la cuisine,deux mouches forniquent,tempslibre
Ma femme revient,d'une soirée de prière,lourde de fruits ,tempslibre
La boîte si grande,pour un minuscule biscuit,sans gluten,tempslibre
Au fond de la boîte,"Seuls, le nom et l'image",du chocolat,tempslibre
Mur au crépuscule -,L'ombre de ma femme,étendant le linge,tempslibre
Dernier jour d'été -,Le calendrier arbore,une lune noire,tempslibre
Chaleur torride,Il astique le reflet,de sa Porsche noire,tempslibre
Voici l'automne -,Le goût de vinaigre,des figues passées ,tempslibre
L'une après l'autre,meurent les petites bulles,du capuccino,tempslibre
Passage piéton,Petite fille en tutu,avec des galoches,tempslibre
Taches de rouille,Sur la cuve à mazout,les deux amériques,tempslibre
Fin d'après midi,Dans l'ancestral four à pain,Un lit blanc de cendres,tempslibre
Feu de ronces vertes,devant l'ancienne maison-,Menace de pluie,tempslibre
Café du matin,lues du bout des doigts,les infos du jour,tempslibre
La maison ouverte,Dans le film du soir,le chant des grillons ,tempslibre
Demi-lune au ciel,J'attaque dans mon assiette,Un demi-melon ,tempslibre
La lune gibbeuse.,Chez nos paisibles voisins,On brise des verres ,tempslibre
La fenêtre ouverte,Le parfum de ma voisine,dans mon lit,tempslibre
Soirée de juin,L'eau qui coule du tuyau,est encore chaude,tempslibre
Un brin d'arrosage,Demoiselles et papillons,affolés,tempslibre
third winter alone,the dog still sleeps,between us ,tempslibre
Scarborough fair,"the scent of parsley, sage",rosemary and thyme ,tempslibre
alone together,another glass of wine,the color of bruises ,tempslibre
"hey, the red bikini",coming out of the water,-- eleven o'clock ,tempslibre
in the attic,grandpa's rabbit's foot,and Purple Heart ,tempslibre
at the club,line dancing outside,the ladies room ,tempslibre
husband gone-,his watch ticks it's last tock,at her garage sale ,tempslibre
steamy sex,in the church parking lot -,amazing Grace ,tempslibre
Sunday brunch,his eyes on the crumb,kissing her cleavage ,tempslibre
ciel menaçant,le laveur de carreaux ,efface la grisaille ,tempslibre
chambre à part —,sur la corde à linge,nos dessous réunis ,tempslibre
chasse aux œufs —,le regard furtif,de la tortue ,tempslibre
sur la vitre gelée,je pose mes lèvres chaudes,- départ imminent ,tempslibre
Déménagement -,des photos de famille elle garde,celle du chien guide ,tempslibre
premier café,une tuile du toit,passe à la lumière ,tempslibre
pluie fine,des constellations,sur la toile d'araignée ,tempslibre
crumble à la rhubarbe,oubliée la raison,de notre dispute ,tempslibre
vent d'Irlande,et la foudre là-bas,dans les montagnes bleues ,tempslibre
Vendredi Saint,le magnolia colore,une ruine ,tempslibre
nouveau chemin,des prunelliers en fleurs,sur le terril ,tempslibre
nuit d'automne,le chant des rouges-gorges,illumine la brume ,tempslibre
elle danse,dans sa cuisine,café corsé ,tempslibre
haze of gnats,around the porch light,milky way ,tempslibre
blackberry brambles,along the road,blues on the radio ,tempslibre
corn stubble,rustles in the breeze ,autumn equinox ,tempslibre
graduates,hurry across the stage,dandelion seeds ,tempslibre
Indian ponies,behind barbed wire,gathering clouds ,tempslibre
métro de nuit –,une touffe de cheveux crépus,vibre sur le sol ,tempslibre
décrue -,elle chasse la mouche,avec son soutien-gorge ,tempslibre
douche -,à travers le rideau,l'ombre du chat ,tempslibre
minuit -,au bout de mon doigt,le brouillard ,tempslibre
Arrêt au feu,dans le rétro ses lèvres,passent au rouge ,tempslibre
escalier A,quatre à quatre son parfum,n°5,tempslibre
matin noir,et blanc de brouillard,et ces croix de bois ,tempslibre
matin d'automne,juste le murmure de la bruine,sur les feuilles ,tempslibre
pluie battante,deux talons aiguilles,battent le pavé ,tempslibre
Brumes d'octobre,le bruit de la corne,sans le bateau,tempslibre
Tout le monde pleure,A cet enterrement,Le bébé aussi,tempslibre
Sur la tombe,De chrysanthèmes en chrysanthèmes,l'araignée tisse ,tempslibre
insomnie,une lampe allumée,loin dans la nuit,tempslibre
dans la nuit,le bruit lancinant du périphérique,puis plus rien ,tempslibre
Apéritif goûtatoire ~,contre toute attente,l'ivresse d'un thé vert ,tempslibre
Toile cirée -,la corbeille de fruit,en nature morte ,tempslibre
un petit caillou,dans la tasse de l’aumône -,sirocco ,tempslibre
Entre le silence.,Et le silence de l'autre.,Comme de la pluie. ,tempslibre
